model,rep,item_id,noun,det,construction,item_type,rating
gpt4o,2,fm11,NA,NA,NA,filler_mild,7
gpt4o,2,fm12,NA,NA,NA,filler_mild,7
gpt4o,2,fd01,NA,NA,NA,filler_degraded,2
gpt4o,2,fd02,NA,NA,NA,filler_degraded,2
gpt4o,2,fd03,NA,NA,NA,filler_degraded,2
gpt4o,2,fd04,NA,NA,NA,filler_degraded,1
gpt4o,2,fd05,NA,NA,NA,filler_degraded,2
gpt4o,2,fd06,NA,NA,NA,filler_degraded,2
gpt4o,2,fd07,NA,NA,NA,filler_degraded,2
gpt4o,2,fd08,NA,NA,NA,filler_degraded,1
gpt4o,2,fd09,NA,NA,NA,filler_degraded,2
gpt4o,2,fd10,NA,NA,NA,filler_degraded,2
gpt4o,2,fd11,NA,NA,NA,filler_degraded,1
gpt4o,2,fd12,NA,NA,NA,filler_degraded,2
gpt4o,2,fu01,NA,NA,NA,filler_ungram,1
gpt4o,2,fu02,NA,NA,NA,filler_ungram,1
gpt4o,2,fu03,NA,NA,NA,filler_ungram,1
gpt4o,2,fu04,NA,NA,NA,filler_ungram,1
gpt4o,2,fu05,NA,NA,NA,filler_ungram,1
gpt4o,2,fu06,NA,NA,NA,filler_ungram,1
gpt4o,2,fu07,NA,NA,NA,filler_ungram,1
gpt4o,2,fu08,NA,NA,NA,filler_ungram,1
gpt4o,2,fu09,NA,NA,NA,filler_ungram,1
gpt4o,2,fu10,NA,NA,NA,filler_ungram,1
gpt4o,2,fu11,NA,NA,NA,filler_ungram,1
gpt4o,2,fu12,NA,NA,NA,filler_ungram,1
gpt4o,3,c001,people,three,existential,critical,7
gpt4o,3,c002,people,three,agentive,critical,7
gpt4o,3,c003,people,three,existential,critical,7
gpt4o,3,c004,people,three,agentive,critical,7
gpt4o,3,c005,people,three,existential,critical,7
gpt4o,3,c006,people,three,agentive,critical,7
gpt4o,3,c007,people,three,existential,critical,7
gpt4o,3,c008,people,three,agentive,critical,7
gpt4o,3,c009,people,three,existential,critical,7
gpt4o,3,c010,people,three,agentive,critical,7
gpt4o,3,c011,people,three,existential,critical,7
gpt4o,3,c012,people,three,agentive,critical,7
gpt4o,3,c013,people,three,existential,critical,6
gpt4o,3,c014,people,three,agentive,critical,6
gpt4o,3,c015,people,three,existential,critical,7
gpt4o,3,c016,people,three,agentive,critical,7
gpt4o,3,c017,people,three,existential,critical,7
gpt4o,3,c018,people,three,agentive,critical,7
gpt4o,3,c019,people,three,existential,critical,6
gpt4o,3,c020,people,three,agentive,critical,6
gpt4o,3,c021,people,three,existential,critical,6
gpt4o,3,c022,people,three,agentive,critical,6
gpt4o,3,c023,people,three,existential,critical,6
gpt4o,3,c024,people,three,agentive,critical,6
gpt4o,3,c025,people,three,existential,critical,7
gpt4o,3,c026,people,three,agentive,critical,7
gpt4o,3,c027,people,three,existential,critical,7
gpt4o,3,c028,people,three,agentive,critical,7
gpt4o,3,c029,people,three,existential,critical,7
gpt4o,3,c030,people,three,agentive,critical,7
gpt4o,3,c031,people,three,existential,critical,7
gpt4o,3,c032,people,three,agentive,critical,6
gpt4o,3,c033,people,several,existential,critical,7
gpt4o,3,c034,people,several,agentive,critical,7
gpt4o,3,c035,people,several,existential,critical,7
gpt4o,3,c036,people,several,agentive,critical,7
gpt4o,3,c037,people,several,existential,critical,7
gpt4o,3,c038,people,several,agentive,critical,7
gpt4o,3,c039,people,several,existential,critical,7
gpt4o,3,c040,people,several,agentive,critical,7
gpt4o,3,c041,people,several,existential,critical,7
gpt4o,3,c042,people,several,agentive,critical,7
gpt4o,3,c043,people,several,existential,critical,7
gpt4o,3,c044,people,several,agentive,critical,7
gpt4o,3,c045,people,several,existential,critical,6
gpt4o,3,c046,people,several,agentive,critical,6
gpt4o,3,c047,people,several,existential,critical,7
gpt4o,3,c048,people,several,agentive,critical,7
gpt4o,3,c049,people,several,existential,critical,7
gpt4o,3,c050,people,several,agentive,critical,7
gpt4o,3,c051,people,several,existential,critical,6
gpt4o,3,c052,people,several,agentive,critical,6
gpt4o,3,c053,people,several,existential,critical,6
gpt4o,3,c054,people,several,agentive,critical,6
gpt4o,3,c055,people,several,existential,critical,6
gpt4o,3,c056,people,several,agentive,critical,6
gpt4o,3,c057,people,several,existential,critical,7
gpt4o,3,c058,people,several,agentive,critical,7
gpt4o,3,c059,people,several,existential,critical,7
gpt4o,3,c060,people,several,agentive,critical,7
gpt4o,3,c061,people,several,existential,critical,7
gpt4o,3,c062,people,several,agentive,critical,7
gpt4o,3,c063,people,several,existential,critical,7
gpt4o,3,c064,people,several,agentive,critical,6
gpt4o,3,c065,folks,three,existential,critical,6
gpt4o,3,c066,folks,three,agentive,critical,6
gpt4o,3,c067,folks,three,existential,critical,6
gpt4o,3,c068,folks,three,agentive,critical,6
gpt4o,3,c069,folks,three,existential,critical,6
gpt4o,3,c070,folks,three,agentive,critical,6
gpt4o,3,c071,folks,three,existential,critical,6
gpt4o,3,c072,folks,three,agentive,critical,6
gpt4o,3,c073,folks,three,existential,critical,6
gpt4o,3,c074,folks,three,agentive,critical,6
gpt4o,3,c075,folks,three,existential,critical,6
gpt4o,3,c076,folks,three,agentive,critical,6
gpt4o,3,c077,folks,three,existential,critical,5
gpt4o,3,c078,folks,three,agentive,critical,5
gpt4o,3,c079,folks,three,existential,critical,6
gpt4o,3,c080,folks,three,agentive,critical,6
gpt4o,3,c081,folks,three,existential,critical,6
gpt4o,3,c082,folks,three,agentive,critical,6
gpt4o,3,c083,folks,three,existential,critical,5
gpt4o,3,c084,folks,three,agentive,critical,5
gpt4o,3,c085,folks,three,existential,critical,5
gpt4o,3,c086,folks,three,agentive,critical,5
gpt4o,3,c087,folks,three,existential,critical,5
gpt4o,3,c088,folks,three,agentive,critical,5
gpt4o,3,c089,folks,three,existential,critical,6
gpt4o,3,c090,folks,three,agentive,critical,6
gpt4o,3,c091,folks,three,existential,critical,6
gpt4o,3,c092,folks,three,agentive,critical,6
gpt4o,3,c093,folks,three,existential,critical,6
gpt4o,3,c094,folks,three,agentive,critical,6
gpt4o,3,c095,folks,three,existential,critical,6
gpt4o,3,c096,folks,three,agentive,critical,5
gpt4o,3,c097,folks,several,existential,critical,6
gpt4o,3,c098,folks,several,agentive,critical,6
gpt4o,3,c099,folks,several,existential,critical,6
gpt4o,3,c100,folks,several,agentive,critical,6
gpt4o,3,c101,folks,several,existential,critical,6
gpt4o,3,c102,folks,several,agentive,critical,6
gpt4o,3,c103,folks,several,existential,critical,6
gpt4o,3,c104,folks,several,agentive,critical,6
gpt4o,3,c105,folks,several,existential,critical,6
gpt4o,3,c106,folks,several,agentive,critical,6
gpt4o,3,c107,folks,several,existential,critical,6
gpt4o,3,c108,folks,several,agentive,critical,6
gpt4o,3,c109,folks,several,existential,critical,5
gpt4o,3,c110,folks,several,agentive,critical,5
gpt4o,3,c111,folks,several,existential,critical,6
gpt4o,3,c112,folks,several,agentive,critical,6
gpt4o,3,c113,folks,several,existential,critical,6
gpt4o,3,c114,folks,several,agentive,critical,6
gpt4o,3,c115,folks,several,existential,critical,5
gpt4o,3,c116,folks,several,agentive,critical,5
gpt4o,3,c117,folks,several,existential,critical,5
gpt4o,3,c118,folks,several,agentive,critical,5
gpt4o,3,c119,folks,several,existential,critical,5
gpt4o,3,c120,folks,several,agentive,critical,5
gpt4o,3,c121,folks,several,existential,critical,6
gpt4o,3,c122,folks,several,agentive,critical,6
gpt4o,3,c123,folks,several,existential,critical,6
gpt4o,3,c124,folks,several,agentive,critical,6
gpt4o,3,c125,folks,several,existential,critical,6
gpt4o,3,c126,folks,several,agentive,critical,6
gpt4o,3,c127,folks,several,existential,critical,6
gpt4o,3,c128,folks,several,agentive,critical,5
gpt4o,3,fg01,NA,NA,NA,filler_good,7
gpt4o,3,fg02,NA,NA,NA,filler_good,7
gpt4o,3,fg03,NA,NA,NA,filler_good,7
gpt4o,3,fg04,NA,NA,NA,filler_good,7
gpt4o,3,fg05,NA,NA,NA,filler_good,7
gpt4o,3,fg06,NA,NA,NA,filler_good,7
gpt4o,3,fg07,NA,NA,NA,filler_good,7
gpt4o,3,fg08,NA,NA,NA,filler_good,7
gpt4o,3,fg09,NA,NA,NA,filler_good,7
gpt4o,3,fg10,NA,NA,NA,filler_good,7
gpt4o,3,fg11,NA,NA,NA,filler_good,7
gpt4o,3,fg12,NA,NA,NA,filler_good,7
gpt4o,3,fm01,NA,NA,NA,filler_mild,4
gpt4o,3,fm02,NA,NA,NA,filler_mild,4
gpt4o,3,fm03,NA,NA,NA,filler_mild,6
gpt4o,3,fm04,NA,NA,NA,filler_mild,1
gpt4o,3,fm05,NA,NA,NA,filler_mild,2
gpt4o,3,fm06,NA,NA,NA,filler_mild,5
gpt4o,3,fm07,NA,NA,NA,filler_mild,7
gpt4o,3,fm08,NA,NA,NA,filler_mild,7
gpt4o,3,fm09,NA,NA,NA,filler_mild,7
gpt4o,3,fm10,NA,NA,NA,filler_mild,6
gpt4o,3,fm11,NA,NA,NA,filler_mild,7
gpt4o,3,fm12,NA,NA,NA,filler_mild,7
gpt4o,3,fd01,NA,NA,NA,filler_degraded,2
gpt4o,3,fd02,NA,NA,NA,filler_degraded,2
gpt4o,3,fd03,NA,NA,NA,filler_degraded,2
gpt4o,3,fd04,NA,NA,NA,filler_degraded,1
gpt4o,3,fd05,NA,NA,NA,filler_degraded,2
gpt4o,3,fd06,NA,NA,NA,filler_degraded,2
gpt4o,3,fd07,NA,NA,NA,filler_degraded,2
gpt4o,3,fd08,NA,NA,NA,filler_degraded,1
gpt4o,3,fd09,NA,NA,NA,filler_degraded,2
gpt4o,3,fd10,NA,NA,NA,filler_degraded,2
gpt4o,3,fd11,NA,NA,NA,filler_degraded,1
gpt4o,3,fd12,NA,NA,NA,filler_degraded,3
gpt4o,3,fu01,NA,NA,NA,filler_ungram,1
gpt4o,3,fu02,NA,NA,NA,filler_ungram,1
gpt4o,3,fu03,NA,NA,NA,filler_ungram,1
gpt4o,3,fu04,NA,NA,NA,filler_ungram,1
gpt4o,3,fu05,NA,NA,NA,filler_ungram,1
gpt4o,3,fu06,NA,NA,NA,filler_ungram,1
gpt4o,3,fu07,NA,NA,NA,filler_ungram,1
gpt4o,3,fu08,NA,NA,NA,filler_ungram,1
gpt4o,3,fu09,NA,NA,NA,filler_ungram,1
gpt4o,3,fu10,NA,NA,NA,filler_ungram,1
gpt4o,3,fu11,NA,NA,NA,filler_ungram,1
gpt4o,3,fu12,NA,NA,NA,filler_ungram,1
gpt4o,4,c001,people,three,existential,critical,7
gpt4o,4,c002,people,three,agentive,critical,7
gpt4o,4,c003,people,three,existential,critical,7
gpt4o,4,c004,people,three,agentive,critical,7
gpt4o,4,c005,people,three,existential,critical,7
gpt4o,4,c006,people,three,agentive,critical,7
gpt4o,4,c007,people,three,existential,critical,7
gpt4o,4,c008,people,three,agentive,critical,7
gpt4o,4,c009,people,three,existential,critical,6
gpt4o,4,c010,people,three,agentive,critical,7
gpt4o,4,c011,people,three,existential,critical,7
gpt4o,4,c012,people,three,agentive,critical,7
gpt4o,4,c013,people,three,existential,critical,7
gpt4o,4,c014,people,three,agentive,critical,7
gpt4o,4,c015,people,three,existential,critical,7
gpt4o,4,c016,people,three,agentive,critical,7
gpt4o,4,c017,people,three,existential,critical,7
gpt4o,4,c018,people,three,agentive,critical,7
gpt4o,4,c019,people,three,existential,critical,7
gpt4o,4,c020,people,three,agentive,critical,7
gpt4o,4,c021,people,three,existential,critical,7
gpt4o,4,c022,people,three,agentive,critical,7
gpt4o,4,c023,people,three,existential,critical,7
gpt4o,4,c024,people,three,agentive,critical,7
gpt4o,4,c025,people,three,existential,critical,7
gpt4o,4,c026,people,three,agentive,critical,7
gpt4o,4,c027,people,three,existential,critical,7
gpt4o,4,c028,people,three,agentive,critical,7
gpt4o,4,c029,people,three,existential,critical,7
gpt4o,4,c030,people,three,agentive,critical,7
gpt4o,4,c031,people,three,existential,critical,7
gpt4o,4,c032,people,three,agentive,critical,7
gpt4o,4,c033,people,several,existential,critical,7
gpt4o,4,c034,people,several,agentive,critical,7
gpt4o,4,c035,people,several,existential,critical,7
gpt4o,4,c036,people,several,agentive,critical,7
gpt4o,4,c037,people,several,existential,critical,7
gpt4o,4,c038,people,several,agentive,critical,7
gpt4o,4,c039,people,several,existential,critical,7
gpt4o,4,c040,people,several,agentive,critical,7
gpt4o,4,c041,people,several,existential,critical,6
gpt4o,4,c042,people,several,agentive,critical,7
gpt4o,4,c043,people,several,existential,critical,7
gpt4o,4,c044,people,several,agentive,critical,7
gpt4o,4,c045,people,several,existential,critical,7
gpt4o,4,c046,people,several,agentive,critical,7
gpt4o,4,c047,people,several,existential,critical,7
gpt4o,4,c048,people,several,agentive,critical,7
gpt4o,4,c049,people,several,existential,critical,7
gpt4o,4,c050,people,several,agentive,critical,7
gpt4o,4,c051,people,several,existential,critical,7
gpt4o,4,c052,people,several,agentive,critical,7
gpt4o,4,c053,people,several,existential,critical,7
gpt4o,4,c054,people,several,agentive,critical,7
gpt4o,4,c055,people,several,existential,critical,7
gpt4o,4,c056,people,several,agentive,critical,7
gpt4o,4,c057,people,several,existential,critical,7
gpt4o,4,c058,people,several,agentive,critical,7
gpt4o,4,c059,people,several,existential,critical,7
gpt4o,4,c060,people,several,agentive,critical,7
gpt4o,4,c061,people,several,existential,critical,7
gpt4o,4,c062,people,several,agentive,critical,7
gpt4o,4,c063,people,several,existential,critical,7
gpt4o,4,c064,people,several,agentive,critical,7
gpt4o,4,c065,folks,three,existential,critical,6
gpt4o,4,c066,folks,three,agentive,critical,6
gpt4o,4,c067,folks,three,existential,critical,6
gpt4o,4,c068,folks,three,agentive,critical,6
gpt4o,4,c069,folks,three,existential,critical,6
gpt4o,4,c070,folks,three,agentive,critical,6
gpt4o,4,c071,folks,three,existential,critical,6
gpt4o,4,c072,folks,three,agentive,critical,6
gpt4o,4,c073,folks,three,existential,critical,5
gpt4o,4,c074,folks,three,agentive,critical,6
gpt4o,4,c075,folks,three,existential,critical,6
gpt4o,4,c076,folks,three,agentive,critical,6
gpt4o,4,c077,folks,three,existential,critical,6
gpt4o,4,c078,folks,three,agentive,critical,6
gpt4o,4,c079,folks,three,existential,critical,6
gpt4o,4,c080,folks,three,agentive,critical,6
gpt4o,4,c081,folks,three,existential,critical,6
gpt4o,4,c082,folks,three,agentive,critical,6
gpt4o,4,c083,folks,three,existential,critical,6
gpt4o,4,c084,folks,three,agentive,critical,6
gpt4o,4,c085,folks,three,existential,critical,6
gpt4o,4,c086,folks,three,agentive,critical,6
gpt4o,4,c087,folks,three,existential,critical,6
gpt4o,4,c088,folks,three,agentive,critical,6
gpt4o,4,c089,folks,three,existential,critical,6
gpt4o,4,c090,folks,three,agentive,critical,6
gpt4o,4,c091,folks,three,existential,critical,6
gpt4o,4,c092,folks,three,agentive,critical,6
gpt4o,4,c093,folks,three,existential,critical,6
gpt4o,4,c094,folks,three,agentive,critical,6
gpt4o,4,c095,folks,three,existential,critical,6
gpt4o,4,c096,folks,three,agentive,critical,6
gpt4o,4,c097,folks,several,existential,critical,6
gpt4o,4,c098,folks,several,agentive,critical,6
gpt4o,4,c099,folks,several,existential,critical,6
gpt4o,4,c100,folks,several,agentive,critical,6
gpt4o,4,c101,folks,several,existential,critical,6
gpt4o,4,c102,folks,several,agentive,critical,6
gpt4o,4,c103,folks,several,existential,critical,6
gpt4o,4,c104,folks,several,agentive,critical,6
gpt4o,4,c105,folks,several,existential,critical,5
gpt4o,4,c106,folks,several,agentive,critical,6
gpt4o,4,c107,folks,several,existential,critical,6
gpt4o,4,c108,folks,several,agentive,critical,6
gpt4o,4,c109,folks,several,existential,critical,6
gpt4o,4,c110,folks,several,agentive,critical,6
gpt4o,4,c111,folks,several,existential,critical,6
gpt4o,4,c112,folks,several,agentive,critical,6
gpt4o,4,c113,folks,several,existential,critical,6
gpt4o,4,c114,folks,several,agentive,critical,6
gpt4o,4,c115,folks,several,existential,critical,6
gpt4o,4,c116,folks,several,agentive,critical,6
gpt4o,4,c117,folks,several,existential,critical,6
gpt4o,4,c118,folks,several,agentive,critical,6
gpt4o,4,c119,folks,several,existential,critical,6
gpt4o,4,c120,folks,several,agentive,critical,6
gpt4o,4,c121,folks,several,existential,critical,6
gpt4o,4,c122,folks,several,agentive,critical,6
gpt4o,4,c123,folks,several,existential,critical,6
gpt4o,4,c124,folks,several,agentive,critical,6
gpt4o,4,c125,folks,several,existential,critical,6
gpt4o,4,c126,folks,several,agentive,critical,6
gpt4o,4,c127,folks,several,existential,critical,6
gpt4o,4,c128,folks,several,agentive,critical,6
gpt4o,4,fg01,NA,NA,NA,filler_good,7
gpt4o,4,fg02,NA,NA,NA,filler_good,7
gpt4o,4,fg03,NA,NA,NA,filler_good,7
gpt4o,4,fg04,NA,NA,NA,filler_good,7
gpt4o,4,fg05,NA,NA,NA,filler_good,7
gpt4o,4,fg06,NA,NA,NA,filler_good,7
gpt4o,4,fg07,NA,NA,NA,filler_good,7
gpt4o,4,fg08,NA,NA,NA,filler_good,7
gpt4o,4,fg09,NA,NA,NA,filler_good,7
gpt4o,4,fg10,NA,NA,NA,filler_good,7
gpt4o,4,fg11,NA,NA,NA,filler_good,7
gpt4o,4,fg12,NA,NA,NA,filler_good,7
gpt4o,4,fm01,NA,NA,NA,filler_mild,1
gpt4o,4,fm02,NA,NA,NA,filler_mild,2
gpt4o,4,fm03,NA,NA,NA,filler_mild,4
gpt4o,4,fm04,NA,NA,NA,filler_mild,2
gpt4o,4,fm05,NA,NA,NA,filler_mild,2
gpt4o,4,fm06,NA,NA,NA,filler_mild,3
gpt4o,4,fm07,NA,NA,NA,filler_mild,7
gpt4o,4,fm08,NA,NA,NA,filler_mild,7
gpt4o,4,fm09,NA,NA,NA,filler_mild,7
gpt4o,4,fm10,NA,NA,NA,filler_mild,5
gpt4o,4,fm11,NA,NA,NA,filler_mild,7
gpt4o,4,fm12,NA,NA,NA,filler_mild,7
gpt4o,4,fd01,NA,NA,NA,filler_degraded,2
gpt4o,4,fd02,NA,NA,NA,filler_degraded,2
gpt4o,4,fd03,NA,NA,NA,filler_degraded,3
gpt4o,4,fd04,NA,NA,NA,filler_degraded,1
gpt4o,4,fd05,NA,NA,NA,filler_degraded,2
gpt4o,4,fd06,NA,NA,NA,filler_degraded,2
gpt4o,4,fd07,NA,NA,NA,filler_degraded,2
gpt4o,4,fd08,NA,NA,NA,filler_degraded,1
gpt4o,4,fd09,NA,NA,NA,filler_degraded,2
gpt4o,4,fd10,NA,NA,NA,filler_degraded,2
gpt4o,4,fd11,NA,NA,NA,filler_degraded,1
gpt4o,4,fd12,NA,NA,NA,filler_degraded,2
gpt4o,4,fu01,NA,NA,NA,filler_ungram,1
gpt4o,4,fu02,NA,NA,NA,filler_ungram,1
gpt4o,4,fu03,NA,NA,NA,filler_ungram,1
gpt4o,4,fu04,NA,NA,NA,filler_ungram,1
gpt4o,4,fu05,NA,NA,NA,filler_ungram,1
gpt4o,4,fu06,NA,NA,NA,filler_ungram,1
gpt4o,4,fu07,NA,NA,NA,filler_ungram,1
gpt4o,4,fu08,NA,NA,NA,filler_ungram,1
gpt4o,4,fu09,NA,NA,NA,filler_ungram,1
gpt4o,4,fu10,NA,NA,NA,filler_ungram,1
gpt4o,4,fu11,NA,NA,NA,filler_ungram,1
gpt4o,4,fu12,NA,NA,NA,filler_ungram,1
gpt4o,5,c001,people,three,existential,critical,7
gpt4o,5,c002,people,three,agentive,critical,7
gpt4o,5,c003,people,three,existential,critical,7
gpt4o,5,c004,people,three,agentive,critical,7
gpt4o,5,c005,people,three,existential,critical,7
gpt4o,5,c006,people,three,agentive,critical,7
gpt4o,5,c007,people,three,existential,critical,7
gpt4o,5,c008,people,three,agentive,critical,7
gpt4o,5,c009,people,three,existential,critical,6
gpt4o,5,c010,people,three,agentive,critical,7
gpt4o,5,c011,people,three,existential,critical,7
gpt4o,5,c012,people,three,agentive,critical,7
gpt4o,5,c013,people,three,existential,critical,7
gpt4o,5,c014,people,three,agentive,critical,7
gpt4o,5,c015,people,three,existential,critical,7
gpt4o,5,c016,people,three,agentive,critical,7
gpt4o,5,c017,people,three,existential,critical,7
gpt4o,5,c018,people,three,agentive,critical,7
gpt4o,5,c019,people,three,existential,critical,7
gpt4o,5,c020,people,three,agentive,critical,7
gpt4o,5,c021,people,three,existential,critical,7
gpt4o,5,c022,people,three,agentive,critical,7
gpt4o,5,c023,people,three,existential,critical,7
gpt4o,5,c024,people,three,agentive,critical,7
gpt4o,5,c025,people,three,existential,critical,7
gpt4o,5,c026,people,three,agentive,critical,7
gpt4o,5,c027,people,three,existential,critical,7
gpt4o,5,c028,people,three,agentive,critical,7
gpt4o,5,c029,people,three,existential,critical,7
gpt4o,5,c030,people,three,agentive,critical,7
gpt4o,5,c031,people,three,existential,critical,7
gpt4o,5,c032,people,three,agentive,critical,7
gpt4o,5,c033,people,several,existential,critical,7
gpt4o,5,c034,people,several,agentive,critical,7
gpt4o,5,c035,people,several,existential,critical,7
gpt4o,5,c036,people,several,agentive,critical,7
gpt4o,5,c037,people,several,existential,critical,7
gpt4o,5,c038,people,several,agentive,critical,7
gpt4o,5,c039,people,several,existential,critical,7
gpt4o,5,c040,people,several,agentive,critical,7
gpt4o,5,c041,people,several,existential,critical,6
gpt4o,5,c042,people,several,agentive,critical,7
gpt4o,5,c043,people,several,existential,critical,7
gpt4o,5,c044,people,several,agentive,critical,7
gpt4o,5,c045,people,several,existential,critical,7
gpt4o,5,c046,people,several,agentive,critical,7
gpt4o,5,c047,people,several,existential,critical,7
gpt4o,5,c048,people,several,agentive,critical,7
gpt4o,5,c049,people,several,existential,critical,7
gpt4o,5,c050,people,several,agentive,critical,7
gpt4o,5,c051,people,several,existential,critical,7
gpt4o,5,c052,people,several,agentive,critical,7
gpt4o,5,c053,people,several,existential,critical,7
gpt4o,5,c054,people,several,agentive,critical,7
gpt4o,5,c055,people,several,existential,critical,7
gpt4o,5,c056,people,several,agentive,critical,7
gpt4o,5,c057,people,several,existential,critical,7
gpt4o,5,c058,people,several,agentive,critical,7
gpt4o,5,c059,people,several,existential,critical,7
gpt4o,5,c060,people,several,agentive,critical,7
gpt4o,5,c061,people,several,existential,critical,7
gpt4o,5,c062,people,several,agentive,critical,7
gpt4o,5,c063,people,several,existential,critical,7
gpt4o,5,c064,people,several,agentive,critical,7
gpt4o,5,c065,folks,three,existential,critical,6
gpt4o,5,c066,folks,three,agentive,critical,6
gpt4o,5,c067,folks,three,existential,critical,6
gpt4o,5,c068,folks,three,agentive,critical,6
gpt4o,5,c069,folks,three,existential,critical,6
gpt4o,5,c070,folks,three,agentive,critical,6
gpt4o,5,c071,folks,three,existential,critical,6
gpt4o,5,c072,folks,three,agentive,critical,6
gpt4o,5,c073,folks,three,existential,critical,6
gpt4o,5,c074,folks,three,agentive,critical,6
gpt4o,5,c075,folks,three,existential,critical,6
gpt4o,5,c076,folks,three,agentive,critical,6
gpt4o,5,c077,folks,three,existential,critical,6
gpt4o,5,c078,folks,three,agentive,critical,6
gpt4o,5,c079,folks,three,existential,critical,6
gpt4o,5,c080,folks,three,agentive,critical,6
gpt4o,5,c081,folks,three,existential,critical,6
gpt4o,5,c082,folks,three,agentive,critical,6
gpt4o,5,c083,folks,three,existential,critical,6
gpt4o,5,c084,folks,three,agentive,critical,6
gpt4o,5,c085,folks,three,existential,critical,6
gpt4o,5,c086,folks,three,agentive,critical,6
gpt4o,5,c087,folks,three,existential,critical,6
gpt4o,5,c088,folks,three,agentive,critical,6
gpt4o,5,c089,folks,three,existential,critical,6
gpt4o,5,c090,folks,three,agentive,critical,6
gpt4o,5,c091,folks,three,existential,critical,6
gpt4o,5,c092,folks,three,agentive,critical,6
gpt4o,5,c093,folks,three,existential,critical,6
gpt4o,5,c094,folks,three,agentive,critical,6
gpt4o,5,c095,folks,three,existential,critical,6
gpt4o,5,c096,folks,three,agentive,critical,6
gpt4o,5,c097,folks,several,existential,critical,6
gpt4o,5,c098,folks,several,agentive,critical,6
gpt4o,5,c099,folks,several,existential,critical,6
gpt4o,5,c100,folks,several,agentive,critical,6
gpt4o,5,c101,folks,several,existential,critical,6
gpt4o,5,c102,folks,several,agentive,critical,6
gpt4o,5,c103,folks,several,existential,critical,6
gpt4o,5,c104,folks,several,agentive,critical,6
gpt4o,5,c105,folks,several,existential,critical,6
gpt4o,5,c106,folks,several,agentive,critical,6
gpt4o,5,c107,folks,several,existential,critical,6
gpt4o,5,c108,folks,several,agentive,critical,6
gpt4o,5,c109,folks,several,existential,critical,6
gpt4o,5,c110,folks,several,agentive,critical,6
gpt4o,5,c111,folks,several,existential,critical,6
gpt4o,5,c112,folks,several,agentive,critical,6
gpt4o,5,c113,folks,several,existential,critical,6
gpt4o,5,c114,folks,several,agentive,critical,6
gpt4o,5,c115,folks,several,existential,critical,6
gpt4o,5,c116,folks,several,agentive,critical,6
gpt4o,5,c117,folks,several,existential,critical,6
gpt4o,5,c118,folks,several,agentive,critical,6
gpt4o,5,c119,folks,several,existential,critical,6
gpt4o,5,c120,folks,several,agentive,critical,6
gpt4o,5,c121,folks,several,existential,critical,6
gpt4o,5,c122,folks,several,agentive,critical,6
gpt4o,5,c123,folks,several,existential,critical,6
gpt4o,5,c124,folks,several,agentive,critical,6
gpt4o,5,c125,folks,several,existential,critical,6
gpt4o,5,c126,folks,several,agentive,critical,6
gpt4o,5,c127,folks,several,existential,critical,6
gpt4o,5,c128,folks,several,agentive,critical,6
gpt4o,5,fg01,NA,NA,NA,filler_good,7
gpt4o,5,fg02,NA,NA,NA,filler_good,7
gpt4o,5,fg03,NA,NA,NA,filler_good,7
gpt4o,5,fg04,NA,NA,NA,filler_good,7
gpt4o,5,fg05,NA,NA,NA,filler_good,7
gpt4o,5,fg06,NA,NA,NA,filler_good,7
gpt4o,5,fg07,NA,NA,NA,filler_good,7
gpt4o,5,fg08,NA,NA,NA,filler_good,7
gpt4o,5,fg09,NA,NA,NA,filler_good,7
gpt4o,5,fg10,NA,NA,NA,filler_good,7
gpt4o,5,fg11,NA,NA,NA,filler_good,7
gpt4o,5,fg12,NA,NA,NA,filler_good,7
gpt4o,5,fm01,NA,NA,NA,filler_mild,2
gpt4o,5,fm02,NA,NA,NA,filler_mild,4
gpt4o,5,fm03,NA,NA,NA,filler_mild,6
gpt4o,5,fm04,NA,NA,NA,filler_mild,1
gpt4o,5,fm05,NA,NA,NA,filler_mild,2
gpt4o,5,fm06,NA,NA,NA,filler_mild,4
gpt4o,5,fm07,NA,NA,NA,filler_mild,7
gpt4o,5,fm08,NA,NA,NA,filler_mild,7
gpt4o,5,fm09,NA,NA,NA,filler_mild,7
gpt4o,5,fm10,NA,NA,NA,filler_mild,5
gpt4o,5,fm11,NA,NA,NA,filler_mild,7
gpt4o,5,fm12,NA,NA,NA,filler_mild,7
gpt4o,5,fd01,NA,NA,NA,filler_degraded,2
gpt4o,5,fd02,NA,NA,NA,filler_degraded,2
gpt4o,5,fd03,NA,NA,NA,filler_degraded,2
gpt4o,5,fd04,NA,NA,NA,filler_degraded,1
gpt4o,5,fd05,NA,NA,NA,filler_degraded,2
gpt4o,5,fd06,NA,NA,NA,filler_degraded,3
gpt4o,5,fd07,NA,NA,NA,filler_degraded,2
gpt4o,5,fd08,NA,NA,NA,filler_degraded,1
gpt4o,5,fd09,NA,NA,NA,filler_degraded,2
gpt4o,5,fd10,NA,NA,NA,filler_degraded,3
gpt4o,5,fd11,NA,NA,NA,filler_degraded,1
gpt4o,5,fd12,NA,NA,NA,filler_degraded,3
gpt4o,5,fu01,NA,NA,NA,filler_ungram,1
gpt4o,5,fu02,NA,NA,NA,filler_ungram,1
gpt4o,5,fu03,NA,NA,NA,filler_ungram,1
gpt4o,5,fu04,NA,NA,NA,filler_ungram,1
